elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
lola_CRM20							"FBbt:00004580,mesothoracic tergum; FBbt:00001920,embryonic/larval brain; FBbt:00005216,chordotonal organ precursor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005164,external sensory organ precursor cell; FBbt:00005146,neuroblast"
Clk_8.0Clk-GAL4							FBbt:00005106,neuron
nrv2_5_flank							"FBbt:00001055,presumptive embryonic/larval nervous system; FBbt:00003626,supraesophageal ganglion; FBbt:00001082,embryonic ventral nervous system; FBbt:00005098,peripheral nervous system; FBbt:00005095,brain; FBbt:00005139,neuropil; FBbt:00004013,subesophageal ganglion; FBbt:00003701,optic lobe"
stg_CRM1							FBbt:00001134,presumptive embryonic/larval peripheral nervous system
stg_HZ-BEa1.2							"FBbt:00000109,mesectoderm anlage; FBbt:00005747,embryonic ventral epidermis; FBbt:00005037,tracheal primordium; FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00000136,mesectoderm"
CG1625_801bp_CRM							"FBbt:00001766,eye-antennal disc; FBbt:00006009,eye photoreceptor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005215,chordotonal organ; FBbt:00005168,external sensory organ"
toy_R9H03							FBbt:00001060,embryonic brain
Z600_z600-lacZ							"FBbt:00005305,syncytial blastoderm embryo; FBbt:00005304,blastoderm embryo; FBbt:00017017,amnioserosa anlage; FBbt:00004202,hindgut anlage; FBbt:00005526,dorsal epidermis primordium"
Unspecified_HC_49							FBbt:00005304,blastoderm embryo
sna_ShadowEnhancer							"FBbt:00005304,blastoderm embryo; FBbt:00000104,mesoderm anlage"
Unspecified_HC_05							FBbt:00005304,blastoderm embryo
lola_CRM40							"FBbt:00004580,mesothoracic tergum; FBbt:00001920,embryonic/larval brain; FBbt:00005216,chordotonal organ precursor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005164,external sensory organ precursor cell; FBbt:00005146,neuroblast"
drl		"FBbt:00001878,embryonic/larval salivary gland; FBbt:00005512,salivary gland body primordium"	FBbt:0000611,NA	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00005542,central brain primordium"	"FBbt:00005073,somatic muscle; FBbt:00000128,trunk mesoderm; FBbt:00005518,somatic muscle primordium"	FBbt:0000611,NA	"FBbt:00015247,dorsal head epidermis primordium; FBbt:00001878,embryonic/larval salivary gland; FBbt:00005510,antennal primordium; FBbt:00005518,somatic muscle primordium; FBbt:00001059,visual primordium; FBbt:00014203,lateral head epidermis primordium; FBbt:00015255,ventral head epidermis primordium; FBbt:00005620,presumptive embryonic salivary gland; FBbt:00005542,central brain primordium; FBbt:00000128,trunk mesoderm"
18w_1625				FBbt:0000611,NA	FBbt:00005541,cardiogenic mesoderm		"FBbt:00007319,cardial cell; FBbt:00000112,dorsal ectoderm"
Fps85D_CRM26							"FBbt:00004580,mesothoracic tergum; FBbt:00005164,external sensory organ precursor cell; FBbt:00001135,proneural cluster; FBbt:00001920,embryonic/larval brain; FBbt:00005146,neuroblast"
eya_eya[2]_deletion		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001768,eye disc
Poxn_9							"FBbt:00004531,labellum; FBbt:00004729,wing; FBbt:00005157,chemosensory sensory organ; FBbt:00004640,leg"
Poxn_2							"FBbt:00004841,posterior lobe; FBbt:00001785,male genital disc; FBbt:00004828,male genitalia"
Poxn_7							"FBbt:00001785,male genital disc; FBbt:00004828,male genitalia"
Poxn_6							FBbt:00002639,embryonic/larval sense organ
Act79B_lacZ							"FBbt:00003404,mesothoracic extracoxal depressor muscle 66; FBbt:00003506,male abdominal 5 muscle; FBbt:00003423,metathoracic lateral intersegmental muscle 80; FBbt:00005086,tubular muscle; FBbt:00003386,basalar muscle 52; FBbt:00003385,basalar muscle 51; FBbt:00003345,prothoracic extracoxal depressor muscle 34; FBbt:00003341,prothoracic sternal posterior rotator muscle 32; FBbt:00003453,abdominal 1 oblique lateral dorsal longitudinal muscle 101; FBbt:00003434,metathoracic sternal extracoxal depressor muscle 87; FBbt:00003433,metathoracic ternal extracoxal depressor muscle 86; FBbt:00003398,mesothoracic pleural remotor muscle 63; FBbt:00003399,mesothoracic sternal remotor muscle 65; FBbt:00003394,mesothoracic pleurosternal muscle 59; FBbt:00003395,mesothoracic pleurosternal muscle 60; FBbt:00003392,subalar muscle 57; FBbt:00003393,mesothoracic pleurosternal muscle; FBbt:00003317,adductor muscle; FBbt:00003312,sternal remotor muscle; FBbt:00003313,pleural remotor muscle; FBbt:00003337,prothoracic pleural promotor and abductor muscle 29; FBbt:00003379,direct flight muscle; FBbt:00004640,leg"
Or65a_238							"FBbt:00004173,sensillum trichodeum of antennal segment 3; FBbt:00005926,olfactory receptor neuron"
Unspecified_2347		FBbt:00005070,visceral muscle	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000130,visceral mesoderm; FBbt:00005624,embryonic/larval midgut primordium; FBbt:00005630,embryonic hindgut"
gt_distal-most							FBbt:00005304,blastoderm embryo
Mes4_promoter							"FBbt:00001766,eye-antennal disc; FBbt:00004865,ovary; FBbt:00005382,salivary gland; FBbt:00001778,wing disc; FBbt:00005066,fat body; FBbt:00005095,brain"
Cp36_DRR							FBbt:00004904,follicle cell
CG8531_upstreamCRM							"FBbt:00001134,presumptive embryonic/larval peripheral nervous system; FBbt:00000111,ectoderm"
ths_Neu4_early_embryonic_NR			FBbt:00004204,ventral ectoderm anlage			"FBbt:00005558,ventral ectoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00004204,ventral ectoderm anlage; FBbt:00000111,ectoderm; FBbt:00005558,ventral ectoderm; FBbt:00005304,blastoderm embryo; FBbt:00005554,ventral nerve cord primordium; FBbt:00001061,ventral neurectoderm; FBbt:00005427,ectoderm anlage"
pb_promoter							
pb_labial_disc_element							FBbt:00001764,labial disc
pb_0.8+pbZR		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000165,embryonic labial segment; FBbt:00001764,labial disc"
wdn_pqp-HN_NR							"FBbt:00005402,oocyte associated follicle cell; FBbt:00004904,follicle cell; FBbt:00004886,oocyte; FBbt:00004908,nurse follicle cell; FBbt:00004878,nurse cell"
CG12177		"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle"	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage"	FBbt:00000128,trunk mesoderm	FBbt:00005519,visceral muscle primordium	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm"	"FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000104,mesoderm anlage; FBbt:00005519,visceral muscle primordium; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm"
m4_HZm4							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
klu_NRE							"FBbt:00001722,ring gland; FBbt:00001690,crystal cell"
14-3-3zeta_upstream							"FBbt:00005085,fusion competent cell; FBbt:00005083,myoblast"
GJ3071				FBbt:0000611,NA	FBbt:0000611,NA		
Obp99b_prom							"FBbt:00004546,maxillary palpus; FBbt:00004511,antenna"
Unspecified_404			FBbt:00000126,mesoderm			FBbt:00000126,mesoderm	"FBbt:00000126,mesoderm; FBbt:00000111,ectoderm; FBbt:00000095,amnioserosa"
SVM-CRM_#3775		"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm	"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:00000126,mesoderm	
sens_sensCRM3							"FBbt:00004580,mesothoracic tergum; FBbt:00001137,sensory mother cell"
tkv_5428				FBbt:00000126,mesoderm	FBbt:00005070,visceral muscle		"FBbt:00005558,ventral ectoderm; FBbt:00000126,mesoderm; FBbt:00000111,ectoderm"
CG8443_intronicCRM							"FBbt:00100315,gut section; FBbt:00000111,ectoderm; FBbt:00000095,amnioserosa"
Unspecified_6053		FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:0000611,NA	FBbt:00000126,mesoderm	FBbt:00000126,mesoderm
Unspecified_HC_46							FBbt:00005304,blastoderm embryo
Ubx_PRE_polycomb_response_element							
Ubx_pair-rule_(zebra)_like_S2		FBbt:0000611,NA	FBbt:00000126,mesoderm				"FBbt:00001082,embryonic ventral nervous system; FBbt:00005304,blastoderm embryo; FBbt:00000111,ectoderm; FBbt:00000155,embryonic head; FBbt:00005427,ectoderm anlage"
lea_robo2_5054					"FBbt:00005073,somatic muscle; FBbt:00005541,cardiogenic mesoderm"		"FBbt:00007319,cardial cell; FBbt:00000129,somatic mesoderm; FBbt:00000111,ectoderm"
pnr_ae21							"FBbt:00001778,wing disc; FBbt:00001766,eye-antennal disc; FBbt:00000112,dorsal ectoderm; FBbt:00001761,imaginal disc; FBbt:00001779,haltere disc"
ban_br-C12							"FBbt:00001778,wing disc; FBbt:00004729,wing"
ban_br-1.2							
odd_-5_construct			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
king-tubby_883							"FBbt:00001446,embryonic/larval neuron; FBbt:00000111,ectoderm"
abd-A_PRE_iab-2							FBbt:00005304,blastoderm embryo
Unspecified_HC_52							FBbt:00005304,blastoderm embryo
wor_CRM3							"FBbt:00001920,embryonic/larval brain; FBbt:00005146,neuroblast"
htl_shadow							FBbt:00000104,mesoderm anlage
CG13479_CRM14							"FBbt:00001920,embryonic/larval brain; FBbt:00005146,neuroblast"
Gr66a_promoter							"FBbt:00004531,labellum; FBbt:00007409,leg taste bristle; FBbt:00004143,ventral cibarial sense organ"
GJ4550				FBbt:0000611,NA	FBbt:0000611,NA		
mira_PE							"FBbt:00001778,wing disc; FBbt:00005098,peripheral nervous system"
Unspecified_2893		"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00000130,visceral mesoderm; FBbt:00000487,pharyngeal muscle; FBbt:00000129,somatic mesoderm; FBbt:00005624,embryonic/larval midgut primordium"
vn_neurogenic_ectoderm			FBbt:00004204,ventral ectoderm anlage	FBbt:00005554,ventral nerve cord primordium		"FBbt:00005558,ventral ectoderm; FBbt:00005554,ventral nerve cord primordium"	"FBbt:00005558,ventral ectoderm; FBbt:00004204,ventral ectoderm anlage; FBbt:00005554,ventral nerve cord primordium; FBbt:00001061,ventral neurectoderm"
CG9894_5174				FBbt:0000611,NA	FBbt:00005541,cardiogenic mesoderm		"FBbt:00007319,cardial cell; FBbt:00000111,ectoderm"
kn_CMR276							"FBbt:00000593,A1-7 dorsal acute muscle 3; FBbt:00001722,ring gland; FBbt:00000613,A1-7 dorsal oblique muscle 5; FBbt:00000126,mesoderm"
Ser_V-1.9							"FBbt:00001766,eye-antennal disc; FBbt:00001866,embryonic/larval pharynx; FBbt:00005599,primordium of embryonic/larval spiracle; FBbt:00005397,embryonic epidermis; FBbt:00001778,wing disc; FBbt:00001780,ventral thoracic disc; FBbt:00005748,embryonic anal pad; FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00015911,frontal sac; FBbt:00005630,embryonic hindgut; FBbt:00001722,ring gland; FBbt:00000162,embryonic gnathal segment; FBbt:00001655,dorsal mesothoracic disc primordium; FBbt:00001656,dorsal metathoracic disc primordium"
Ser_IV-3.0							"FBbt:00001656,dorsal metathoracic disc primordium; FBbt:00001655,dorsal mesothoracic disc primordium; FBbt:00005599,primordium of embryonic/larval spiracle; FBbt:00005397,embryonic epidermis; FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00005748,embryonic anal pad; FBbt:00001722,ring gland; FBbt:00005630,embryonic hindgut; FBbt:00000162,embryonic gnathal segment"
GJ10776				FBbt:0000611,NA	FBbt:0000611,NA		
Obp83cd_Obp83c_prom							FBbt:00004531,labellum
fra_2C5							"FBbt:00001778,wing disc; FBbt:00004211,photoreceptor cell; FBbt:00001768,eye disc"
Tm2_intronID							"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle"
Sgs3							FBbt:00001878,embryonic/larval salivary gland
cas_csc-4							"FBbt:00001102,ventral nerve cord; FBbt:00001446,embryonic/larval neuron; FBbt:00001919,embryonic/larval central nervous system"
sna		FBbt:0000611,NA	FBbt:0000611,NA			FBbt:0000611,NA	
CG3492_CRM17							"FBbt:00004580,mesothoracic tergum; FBbt:00005164,external sensory organ precursor cell"
Gr65a_CRM23							"FBbt:00004580,mesothoracic tergum; FBbt:00005164,external sensory organ precursor cell; FBbt:00001780,ventral thoracic disc; FBbt:00005216,chordotonal organ precursor cell"
Unspecified_BN31			FBbt:0000611,NA				"FBbt:00005630,embryonic hindgut; FBbt:00000126,mesoderm; FBbt:00005606,embryonic foregut; FBbt:00000111,ectoderm"
Cry_EyeEnhancer							"FBbt:00004193,cone cell; FBbt:00004508,eye; FBbt:00004231,primary pigment cell; FBbt:00004505,ocellus; FBbt:00004510,ommatidium"
Unspecified_2565		"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005073,somatic muscle; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	"FBbt:00000130,visceral mesoderm; FBbt:00000487,pharyngeal muscle; FBbt:00000129,somatic mesoderm; FBbt:00005624,embryonic/larval midgut primordium; FBbt:00005630,embryonic hindgut"
sc_L3/TSM							"FBbt:00004086,anterior crossvein campaniform sensillum; FBbt:00001778,wing disc; FBbt:00004339,twin sensillum of margin 2; FBbt:00004338,twin sensillum of margin 1; FBbt:00004352,sensillum campaniformium of dorsal radius; FBbt:00004356,sensillum campaniformium of anterior crossvein"
Yp1_oe2							"FBbt:00005402,oocyte associated follicle cell; FBbt:00004905,border follicle cell"
alphaTub85E_lacZ.1							"FBbt:00004941,secondary spermatocyte; FBbt:00004942,spermatid; FBbt:00000162,embryonic gnathal segment; FBbt:00100292,chordotonal organ of leg; FBbt:00002663,monoscolopidial chordotonal organ; FBbt:00004807,Wheeler's organ; FBbt:00007238,triscolopidial chordotonal organ; FBbt:00005098,peripheral nervous system; FBbt:00004324,chordotonal organ of wing; FBbt:00000167,embryonic thoracic segment; FBbt:00005286,primary spermatocyte; FBbt:00000172,embryonic abdominal segment; FBbt:00007237,pentascolopidial chordotonal organ; FBbt:00005215,chordotonal organ; FBbt:00004928,testis"
twist		FBbt:00005073,somatic muscle	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage; FBbt:00005548,head mesoderm anlage"	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00005073,somatic muscle; FBbt:00000128,trunk mesoderm; FBbt:00005518,somatic muscle primordium; FBbt:00005070,visceral muscle"	"FBbt:00000128,trunk mesoderm; FBbt:00000126,mesoderm; FBbt:00000127,head mesoderm"	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000104,mesoderm anlage; FBbt:00005518,somatic muscle primordium; FBbt:00000127,head mesoderm; FBbt:00005548,head mesoderm anlage; FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm"
hb_distal_minimal							FBbt:00005304,blastoderm embryo
mats_mats-458							
nab_nab-1							"FBbt:00001102,ventral nerve cord; FBbt:00005801,mushroom body; FBbt:00001727,larva; FBbt:00005146,neuroblast; FBbt:00007113,mushroom body neuroblast"
Obp18a_prom							"FBbt:00002690,terminal organ; FBbt:00004140,dorsal cibarial sense organ; FBbt:00004143,ventral cibarial sense organ; FBbt:00004832,female gonopod; FBbt:00004729,wing; FBbt:00002655,dorsal organ; FBbt:00004511,antenna; FBbt:00004531,labellum; FBbt:00005199,Kolbchen; FBbt:00004546,maxillary palpus; FBbt:00004640,leg"
ftz_zebra_element			FBbt:00000126,mesoderm	FBbt:00000126,mesoderm		FBbt:00000126,mesoderm	"FBbt:00005304,blastoderm embryo; FBbt:00000126,mesoderm; FBbt:00000104,mesoderm anlage"
Scr_0.8XH		FBbt:00005070,visceral muscle					FBbt:00005653,embryonic visceral muscle
ftz_CE8024_NR			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
dpp_85.8MX							"FBbt:00005744,embryonic dorsal epidermis; FBbt:00005746,embryonic leading edge cell; FBbt:00005569,presumptive embryonic/larval tracheal system; FBbt:00000265,embryonic/larval dorsal branch; FBbt:00000112,dorsal ectoderm; FBbt:00000197,posterior spiracle primordium; FBbt:00000424,embryonic/larval posterior spiracle; FBbt:00005043,trachea; FBbt:00000303,embryonic/larval spiracular branch; FBbt:00000275,embryonic/larval dorsal branch 10"
dpp_dl_mel							"FBbt:00005304,blastoderm embryo; FBbt:00005427,ectoderm anlage"
pnr				"FBbt:00000126,mesoderm; FBbt:00017000,amnioserosa primordium"	"FBbt:00001665,dorsal vessel primordium; FBbt:00005541,cardiogenic mesoderm; FBbt:00000095,amnioserosa"		"FBbt:00001665,dorsal vessel primordium; FBbt:00017000,amnioserosa primordium; FBbt:00005541,cardiogenic mesoderm; FBbt:00000095,amnioserosa"
Jra_XCNh							
ko_15N/Sp-lacZ							"FBbt:00000467,dorsal oblique muscle; FBbt:00000471,dorsal transverse muscle; FBbt:00000472,lateral transverse muscle; FBbt:00000509,prothoracic ventral transverse muscle 1; FBbt:00000477,ventral acute muscle; FBbt:00000482,ventral longitudinal muscle; FBbt:00005069,muscle system"
oc_intronic_distal			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
bab1_anterior_element							FBbt:00007586,larval abdominal segment A1-7
Obp56g_prom							"FBbt:00002690,terminal organ; FBbt:00002655,dorsal organ"
prd_Pstripe							"FBbt:00005304,blastoderm embryo; FBbt:00000111,ectoderm; FBbt:00005427,ectoderm anlage"
Unspecified_2000			FBbt:00000126,mesoderm	FBbt:00000126,mesoderm		FBbt:00000126,mesoderm	"FBbt:00000126,mesoderm; FBbt:00000111,ectoderm"
cluster_at_55C_CE8016			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
ple_WE1							FBbt:00005397,embryonic epidermis
shi_10749				FBbt:00000126,mesoderm	FBbt:0000611,NA		FBbt:00000126,mesoderm
retn_GFP							FBbt:00005304,blastoderm embryo
hkb_distal_+6kb							FBbt:00005304,blastoderm embryo
Hsp83_c83Z.-66							FBbt:00001694,embryonic/larval oenocyte
vvl_vvlds1.7							"FBbt:00005599,primordium of embryonic/larval spiracle; FBbt:00002935,spiracular sensory organ"
nos_-85/+97							FBbt:00004873,female germline stem cell
mthl1_10845				FBbt:0000611,NA	FBbt:00005070,visceral muscle		FBbt:00000130,visceral mesoderm
Unspecified_HC_27							FBbt:00005304,blastoderm embryo
gsb_fragIV		FBbt:0000611,NA					"FBbt:00000111,ectoderm; FBbt:00005427,ectoderm anlage"
gsb_GLE							"FBbt:00001082,embryonic ventral nervous system; FBbt:00005747,embryonic ventral epidermis"
Kr_KrMT							FBbt:00005634,embryonic Malpighian tubule
skpA_promoter							
CG11873_NRE							"FBbt:00001722,ring gland; FBbt:00001690,crystal cell"
ct_wingmargin_Guss							FBbt:00001778,wing disc
GJ5451				FBbt:0000611,NA	FBbt:0000611,NA		
mib1_8458				FBbt:00000126,mesoderm	FBbt:00005541,cardiogenic mesoderm		"FBbt:00000126,mesoderm; FBbt:00000111,ectoderm"
kni_+1_construct			FBbt:00000126,mesoderm				FBbt:00005304,blastoderm embryo
Unspecified_HC_22							FBbt:00005304,blastoderm embryo
Gr22e_promoter							"FBbt:00005178,taste bristle; FBbt:00004729,wing; FBbt:00004511,antenna; FBbt:00004531,labellum; FBbt:00004546,maxillary palpus; FBbt:00004535,proboscis; FBbt:00004642,tibia"
dys_D1.6							FBbt:00001060,embryonic brain
GJ2036				FBbt:0000611,NA	FBbt:0000611,NA		
vvl_vvl9							FBbt:00005098,peripheral nervous system
snRNA:U1:95Ca_promoter							
phl_promoter_region							
slou_SK16							"FBbt:00005084,muscle founder cell; FBbt:00005649,embryonic somatic muscle"
pax_rev		"FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00000462,embryonic/larval muscle system"		"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00000127,head mesoderm; FBbt:00017000,amnioserosa primordium"	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000128,trunk mesoderm; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium"	FBbt:00017017,amnioserosa anlage	"FBbt:00005498,dorsal pharyngeal muscle primordium; FBbt:00000464,embryonic/larval somatic muscle; FBbt:00000489,dorsal pharyngeal muscle; FBbt:00000462,embryonic/larval muscle system; FBbt:00005518,somatic muscle primordium; FBbt:00005519,visceral muscle primordium; FBbt:00001035,embryonic/larval visceral muscle; FBbt:00000127,head mesoderm; FBbt:00017017,amnioserosa anlage; FBbt:00000128,trunk mesoderm; FBbt:00017000,amnioserosa primordium"
