elementName	stage1-3	stage13-16	stage4-6	stage9-10	stage11-12	stage7-8	allTerms
VT58860.1		"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain"
VT58860.2		"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001882,embryonic/larval midgut; FBbt:00001102,ventral nerve cord; FBbt:00005628,embryonic midgut chamber; FBbt:00005662,embryonic central brain"
VT58869.1		FBbt:00005619,embryonic labial sensory complex	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005619,embryonic labial sensory complex
VT58869.2		FBbt:00005619,embryonic labial sensory complex	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005619,embryonic labial sensory complex
VT58870.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00000155,embryonic head"
VT58870.2		"FBbt:0000632,embryonic lateral epidermis; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00000155,embryonic head"
VT58882.1		"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"
VT58882.2		"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"
VT58882.3		"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00105220,lateral head epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005619,embryonic labial sensory complex"
VT58917.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain"
VT58922.1		FBbt:00005662,embryonic central brain	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005662,embryonic central brain; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"
VT58922.2		FBbt:00005662,embryonic central brain	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005662,embryonic central brain; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"
VT58944.1		"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"
VT58945.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA		FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT58948.1		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000155,embryonic head
VT58953.1		"FBbt:00015254,ventral head epidermis; FBbt:00005747,embryonic ventral epidermis"	FBbt:0000611,NA	"FBbt:00015255,ventral head epidermis primordium; FBbt:00005533,ventral epidermis primordium"	"FBbt:00015255,ventral head epidermis primordium; FBbt:00005533,ventral epidermis primordium"	FBbt:0000611,NA	"FBbt:00005747,embryonic ventral epidermis; FBbt:00015255,ventral head epidermis primordium; FBbt:00015254,ventral head epidermis; FBbt:00005533,ventral epidermis primordium"
VT58997.1		FBbt:00005752,proventriculus	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005752,proventriculus
VT58999.1		"FBbt:00005752,proventriculus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00005619,embryonic labial sensory complex; FBbt:00005381,esophagus; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00000155,embryonic head; FBbt:00005752,proventriculus; FBbt:00005619,embryonic labial sensory complex"
VT58999.2		"FBbt:00005752,proventriculus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00005619,embryonic labial sensory complex; FBbt:00005381,esophagus; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00000155,embryonic head; FBbt:00005752,proventriculus; FBbt:00005619,embryonic labial sensory complex"
VT58999.3		"FBbt:00005752,proventriculus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00005619,embryonic labial sensory complex; FBbt:00005381,esophagus; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005380,pharynx; FBbt:00000197,posterior spiracle primordium; FBbt:00005785,anal pad; FBbt:00000155,embryonic head; FBbt:00005752,proventriculus; FBbt:00005619,embryonic labial sensory complex"
VT59000.1		"FBbt:00000197,posterior spiracle primordium; FBbt:00005024,tracheal system; FBbt:00005752,proventriculus; FBbt:00000185,embryonic/larval tracheal system"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000197,posterior spiracle primordium; FBbt:00005024,tracheal system; FBbt:00005752,proventriculus; FBbt:00000185,embryonic/larval tracheal system"
VT59000.2		"FBbt:00000197,posterior spiracle primordium; FBbt:00005024,tracheal system; FBbt:00005752,proventriculus; FBbt:00000185,embryonic/larval tracheal system"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000197,posterior spiracle primordium; FBbt:00005024,tracheal system; FBbt:00005752,proventriculus; FBbt:00000185,embryonic/larval tracheal system"
VT59212.1			FBbt:0000611,NA	FBbt:00005548,head mesoderm anlage	FBbt:00005526,dorsal epidermis primordium	FBbt:0000611,NA	"FBbt:00005526,dorsal epidermis primordium; FBbt:00005548,head mesoderm anlage"
VT59417.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00017019,cibarium primordium"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium; FBbt:00017019,cibarium primordium"
VT59429.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005382,salivary gland"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005382,salivary gland"
VT59436.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005747,embryonic ventral epidermis; FBbt:00005613,embryonic hypopharynx; FBbt:00015254,ventral head epidermis; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000155,embryonic head; FBbt:00005538,clypeo-labral primordium"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005538,clypeo-labral primordium; FBbt:00005751,hypopharynx; FBbt:00005747,embryonic ventral epidermis; FBbt:00005613,embryonic hypopharynx; FBbt:00000155,embryonic head"
VT59436.2		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005747,embryonic ventral epidermis; FBbt:00005613,embryonic hypopharynx; FBbt:00015254,ventral head epidermis; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000155,embryonic head; FBbt:00005538,clypeo-labral primordium"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005538,clypeo-labral primordium; FBbt:00005751,hypopharynx; FBbt:00005747,embryonic ventral epidermis; FBbt:00005613,embryonic hypopharynx; FBbt:00000155,embryonic head"
VT59439.1		FBbt:00005828,embryonic head sensory system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005828,embryonic head sensory system
VT59439.2		FBbt:00005828,embryonic head sensory system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005828,embryonic head sensory system
VT59440.1		FBbt:00005619,embryonic labial sensory complex	FBbt:00000104,mesoderm anlage	FBbt:0000611,NA	FBbt:00000155,embryonic head	FBbt:0000611,NA	"FBbt:00000104,mesoderm anlage; FBbt:00005619,embryonic labial sensory complex; FBbt:00000155,embryonic head"
VT59440.2		FBbt:00005619,embryonic labial sensory complex	FBbt:00000104,mesoderm anlage	FBbt:0000611,NA	FBbt:00000155,embryonic head	FBbt:0000611,NA	"FBbt:00000104,mesoderm anlage; FBbt:00005619,embryonic labial sensory complex; FBbt:00000155,embryonic head"
VT59440.3		FBbt:00005619,embryonic labial sensory complex	FBbt:00000104,mesoderm anlage	FBbt:0000611,NA	FBbt:00000155,embryonic head	FBbt:0000611,NA	"FBbt:00000104,mesoderm anlage; FBbt:00005619,embryonic labial sensory complex; FBbt:00000155,embryonic head"
VT59454.1		FBbt:00005662,embryonic central brain	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005542,central brain primordium	FBbt:0000611,NA	"FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium"
VT61204.1		FBbt:00005786,Malpighian tubule	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000442,Malpighian tubule primordium; FBbt:00005554,ventral nerve cord primordium"	FBbt:0000611,NA	"FBbt:00000442,Malpighian tubule primordium; FBbt:00005554,ventral nerve cord primordium; FBbt:00005786,Malpighian tubule"
VT61204.2		FBbt:00005786,Malpighian tubule	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000442,Malpighian tubule primordium; FBbt:00005554,ventral nerve cord primordium"	FBbt:0000611,NA	"FBbt:00000442,Malpighian tubule primordium; FBbt:00005554,ventral nerve cord primordium; FBbt:00005786,Malpighian tubule"
VT61206.1		FBbt:00005752,proventriculus	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005752,proventriculus
VT61206.2		FBbt:00005752,proventriculus	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005752,proventriculus
VT61372.1		"FBbt:00000093,ventral midline; FBbt:00005613,embryonic hypopharynx; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000093,ventral midline; FBbt:00005613,embryonic hypopharynx; FBbt:00005751,hypopharynx"
VT61372.2		"FBbt:00000093,ventral midline; FBbt:00005613,embryonic hypopharynx; FBbt:00005751,hypopharynx"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00000093,ventral midline; FBbt:00005613,embryonic hypopharynx; FBbt:00005751,hypopharynx"
VT61887.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT61887.2		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT61911.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005070,visceral muscle"
VT61919.1		FBbt:00000093,ventral midline	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000093,ventral midline	FBbt:0000611,NA	FBbt:00000093,ventral midline
VT61922.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005741,embryonic head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005741,embryonic head epidermis; FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"
VT61923.1		FBbt:00005069,muscle system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005069,muscle system
VT61923.2		FBbt:00005069,muscle system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005069,muscle system
VT61932.1		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"
VT61933.1		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"
VT61933.2		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	FBbt:0000611,NA	"FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head"
VT62229.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT62233.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:01005747,embryonic ventral trunk epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain; FBbt:01005747,embryonic ventral trunk epidermis"
VT62444.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT62444.2		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT62444.3		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00001102,ventral nerve cord
VT62589.1		"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000197,posterior spiracle primordium	FBbt:0000611,NA	"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"
VT62589.2		"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00000197,posterior spiracle primordium	FBbt:0000611,NA	"FBbt:00000197,posterior spiracle primordium; FBbt:00000155,embryonic head"
VT62602.1		"FBbt:00001102,ventral nerve cord; FBbt:00005746,embryonic leading edge cell; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	FBbt:00017017,amnioserosa anlage	"FBbt:00005475,embryonic leading edge cell primordium; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00017017,amnioserosa anlage; FBbt:00005746,embryonic leading edge cell; FBbt:00005475,embryonic leading edge cell primordium; FBbt:00000095,amnioserosa"
VT62606.1		FBbt:00005070,visceral muscle	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005519,visceral muscle primordium	FBbt:0000611,NA	"FBbt:00005519,visceral muscle primordium; FBbt:00005070,visceral muscle"
VT62612.1		FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00000155,embryonic head	FBbt:00000155,embryonic head	FBbt:0000611,NA	FBbt:00000155,embryonic head
VT62613.1		"FBbt:00005381,esophagus; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005070,visceral muscle"
VT62613.2		"FBbt:00005381,esophagus; FBbt:00005070,visceral muscle"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005381,esophagus; FBbt:00005070,visceral muscle"
VT62646.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT62646.2		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"
VT62977.1		FBbt:00005619,embryonic labial sensory complex	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005619,embryonic labial sensory complex
VT63185.1		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium"
VT63185.2		FBbt:00001102,ventral nerve cord	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005554,ventral nerve cord primordium	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium"
VT63190.1		FBbt:00005828,embryonic head sensory system	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005828,embryonic head sensory system
VT63192.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis; FBbt:00105220,lateral head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis; FBbt:00105220,lateral head epidermis"
VT63192.2		"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis; FBbt:00105220,lateral head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005741,embryonic head epidermis; FBbt:00105220,lateral head epidermis"
VT63203.1		"FBbt:00005744,embryonic dorsal epidermis; FBbt:00015254,ventral head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005526,dorsal epidermis primordium; FBbt:00014203,lateral head epidermis primordium"	FBbt:0000611,NA	"FBbt:00005744,embryonic dorsal epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005526,dorsal epidermis primordium; FBbt:00014203,lateral head epidermis primordium"
VT63203.2		"FBbt:00005744,embryonic dorsal epidermis; FBbt:00015254,ventral head epidermis"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005526,dorsal epidermis primordium; FBbt:00014203,lateral head epidermis primordium"	FBbt:0000611,NA	"FBbt:00005744,embryonic dorsal epidermis; FBbt:00015254,ventral head epidermis; FBbt:00005526,dorsal epidermis primordium; FBbt:00014203,lateral head epidermis primordium"
VT63204.1		"FBbt:0000632,embryonic lateral epidermis; FBbt:00000155,embryonic head; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	FBbt:0000632,embryonic lateral epidermis	"FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00005538,clypeo-labral primordium; FBbt:00000095,amnioserosa"	FBbt:0000611,NA	"FBbt:0000632,embryonic lateral epidermis; FBbt:00005538,clypeo-labral primordium; FBbt:00005526,dorsal epidermis primordium; FBbt:00005533,ventral epidermis primordium; FBbt:00000155,embryonic head; FBbt:00000095,amnioserosa"
VT63205.1		FBbt:00017019,cibarium primordium	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00017019,cibarium primordium
VT63205.2		FBbt:00017019,cibarium primordium	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00017019,cibarium primordium
VT63207.1		FBbt:00005380,pharynx	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005380,pharynx
VT63207.2		FBbt:00005380,pharynx	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:00005380,pharynx
VT63214.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium; FBbt:00005619,embryonic labial sensory complex; FBbt:00001102,ventral nerve cord"
VT63214.2		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005619,embryonic labial sensory complex"	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005662,embryonic central brain; FBbt:00005542,central brain primordium; FBbt:00005619,embryonic labial sensory complex; FBbt:00001102,ventral nerve cord"
VT63215.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT63215.2		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT63222.1			FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	
VT63232.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT63707.1		FBbt:0000607,ubiquitous	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000607,ubiquitous
VT63707.2		FBbt:0000607,ubiquitous	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000611,NA	FBbt:0000607,ubiquitous
VT63956.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
VT64768.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00005662,embryonic central brain; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00001102,ventral nerve cord"
VT64886.1		FBbt:00005747,embryonic ventral epidermis	FBbt:00005436,trunk mesoderm anlage	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	"FBbt:00005436,trunk mesoderm anlage; FBbt:00005747,embryonic ventral epidermis; FBbt:00005533,ventral epidermis primordium"
VT64886.2		FBbt:00005747,embryonic ventral epidermis	FBbt:00005436,trunk mesoderm anlage	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	FBbt:00005533,ventral epidermis primordium	"FBbt:00005436,trunk mesoderm anlage; FBbt:00005747,embryonic ventral epidermis; FBbt:00005533,ventral epidermis primordium"
VT65290.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:00005436,trunk mesoderm anlage	FBbt:00000128,trunk mesoderm	FBbt:0000611,NA	"FBbt:00005436,trunk mesoderm anlage; FBbt:00000128,trunk mesoderm; FBbt:00005662,embryonic central brain; FBbt:00001102,ventral nerve cord"
VT65291.1		"FBbt:00001102,ventral nerve cord; FBbt:00005662,embryonic central brain"	FBbt:0000611,NA	FBbt:0000611,NA	"FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium"	FBbt:0000611,NA	"FBbt:00001102,ventral nerve cord; FBbt:00005554,ventral nerve cord primordium; FBbt:00005542,central brain primordium; FBbt:00005662,embryonic central brain"
